tweet_id,text,source_file,categories,priority,cluster_id,clean_text
tweet_1048,Emergency dialysis equipment urgently requested at North Pavilion. Power generator fuel low. 14 critical kidney patients awaiting treatment.,event_central_earthquake.json.gz,['MedicalNeeds'],Critical,EVENT_EARTHQUAKE_CENTRAL,emergency dialysis equipment urgently requested at north pavilion. power generator fuel low. 14 critical kidney patients awaiting treatment.
tweet_1049,Medical dispatch: Ambulances unable to reach downtown due to rubble. Need volunteer EMTs with portable trauma backpacks on foot.,event_central_earthquake.json.gz,['MedicalNeeds'],Critical,EVENT_EARTHQUAKE_CENTRAL,medical dispatch: ambulances unable to reach downtown due to rubble. need volunteer emts with portable trauma backpacks on foot.
tweet_1050,RT @emergency_intel: URGENT: St. Jude Hospital emergency wing overwhelmed after M6.4 earthquake! Critically low on O-negative blood units and trauma surgery kits!,event_central_earthquake.json.gz,['MedicalNeeds'],Critical,EVENT_EARTHQUAKE_CENTRAL,urgent: st. jude hospital emergency wing overwhelmed after m6.4 earthquake! critically low on o-negative blood units and trauma surgery kits!
tweet_1076,"RT @emergency_intel: Over 1,200 coastal evacuees currently registered at Memorial Convention Center shelter. Hot meals, cots, and dry hygiene kits being distributed.",event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,"over 1,200 coastal evacuees currently registered at memorial convention center shelter. hot meals, cots, and dry hygiene kits being distributed."
tweet_1077,Displaced families arriving at Westside Church gymnasium shelter. Cots are full; second intake shelter opening at East High School tonight.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,displaced families arriving at westside church gymnasium shelter. cots are full; second intake shelter opening at east high school tonight.
tweet_1078,Missing person alert: 74-year-old grandmother last seen wearing blue raincoat during evacuation from Bayfront Avenue. Contact dispatch with info.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,missing person alert: 74-year-old grandmother last seen wearing blue raincoat during evacuation from bayfront avenue. contact dispatch with info.
tweet_1079,Pet-friendly temporary shelter opened at Fairgrounds Pavilion 3 for residents evacuating with dogs and cats. Food and water bowls available.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,pet-friendly temporary shelter opened at fairgrounds pavilion 3 for residents evacuating with dogs and cats. food and water bowls available.
tweet_1080,RT @emergency_intel: Red Cross family reunification desk set up at Central Arena. Please check in online or visit desk if looking for separated relatives. #FamilyFind,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,red cross family reunification desk set up at central arena. please check in online or visit desk if looking for separated relatives. familyfind
tweet_1081,Community liaison: 85 foreign tourists stranded at Harbor Hotel without transport. Shuttle buses dispatched to transport to airport evacuation hub. https://t.co/disaster0081,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,community liaison: 85 foreign tourists stranded at harbor hotel without transport. shuttle buses dispatched to transport to airport evacuation hub.
tweet_1082,Evacuee welfare update: Clean water dispensers and phone charging stations installed at South Shelter entrance. Safe zones established.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,evacuee welfare update: clean water dispensers and phone charging stations installed at south shelter entrance. safe zones established.
tweet_1083,"Over 1,200 coastal evacuees currently registered at Memorial Convention Center shelter. Hot meals, cots, and dry hygiene kits being distributed.",event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,"over 1,200 coastal evacuees currently registered at memorial convention center shelter. hot meals, cots, and dry hygiene kits being distributed."
tweet_1084,RT @emergency_intel: Displaced families arriving at Westside Church gymnasium shelter. Cots are full; second intake shelter opening at East High School tonight.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,displaced families arriving at westside church gymnasium shelter. cots are full; second intake shelter opening at east high school tonight.
tweet_1085,Missing person alert: 74-year-old grandmother last seen wearing blue raincoat during evacuation from Bayfront Avenue. Contact dispatch with info.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,missing person alert: 74-year-old grandmother last seen wearing blue raincoat during evacuation from bayfront avenue. contact dispatch with info.
tweet_1086,Pet-friendly temporary shelter opened at Fairgrounds Pavilion 3 for residents evacuating with dogs and cats. Food and water bowls available. https://t.co/disaster0086,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,pet-friendly temporary shelter opened at fairgrounds pavilion 3 for residents evacuating with dogs and cats. food and water bowls available.
tweet_1087,Red Cross family reunification desk set up at Central Arena. Please check in online or visit desk if looking for separated relatives. #FamilyFind,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,red cross family reunification desk set up at central arena. please check in online or visit desk if looking for separated relatives. familyfind
tweet_1088,RT @emergency_intel: Community liaison: 85 foreign tourists stranded at Harbor Hotel without transport. Shuttle buses dispatched to transport to airport evacuation hub.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,community liaison: 85 foreign tourists stranded at harbor hotel without transport. shuttle buses dispatched to transport to airport evacuation hub.
tweet_1089,Evacuee welfare update: Clean water dispensers and phone charging stations installed at South Shelter entrance. Safe zones established.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,evacuee welfare update: clean water dispensers and phone charging stations installed at south shelter entrance. safe zones established.
tweet_1090,"Over 1,200 coastal evacuees currently registered at Memorial Convention Center shelter. Hot meals, cots, and dry hygiene kits being distributed.",event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,"over 1,200 coastal evacuees currently registered at memorial convention center shelter. hot meals, cots, and dry hygiene kits being distributed."
tweet_1091,Displaced families arriving at Westside Church gymnasium shelter. Cots are full; second intake shelter opening at East High School tonight. https://t.co/disaster0091,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,displaced families arriving at westside church gymnasium shelter. cots are full; second intake shelter opening at east high school tonight.
tweet_1092,RT @emergency_intel: Missing person alert: 74-year-old grandmother last seen wearing blue raincoat during evacuation from Bayfront Avenue. Contact dispatch with info.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,missing person alert: 74-year-old grandmother last seen wearing blue raincoat during evacuation from bayfront avenue. contact dispatch with info.
tweet_1093,Pet-friendly temporary shelter opened at Fairgrounds Pavilion 3 for residents evacuating with dogs and cats. Food and water bowls available.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,pet-friendly temporary shelter opened at fairgrounds pavilion 3 for residents evacuating with dogs and cats. food and water bowls available.
tweet_1094,Red Cross family reunification desk set up at Central Arena. Please check in online or visit desk if looking for separated relatives. #FamilyFind,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,red cross family reunification desk set up at central arena. please check in online or visit desk if looking for separated relatives. familyfind
tweet_1095,Community liaison: 85 foreign tourists stranded at Harbor Hotel without transport. Shuttle buses dispatched to transport to airport evacuation hub.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,community liaison: 85 foreign tourists stranded at harbor hotel without transport. shuttle buses dispatched to transport to airport evacuation hub.
tweet_1096,RT @emergency_intel: Evacuee welfare update: Clean water dispensers and phone charging stations installed at South Shelter entrance. Safe zones established.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,evacuee welfare update: clean water dispensers and phone charging stations installed at south shelter entrance. safe zones established.
tweet_1097,"Over 1,200 coastal evacuees currently registered at Memorial Convention Center shelter. Hot meals, cots, and dry hygiene kits being distributed.",event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,"over 1,200 coastal evacuees currently registered at memorial convention center shelter. hot meals, cots, and dry hygiene kits being distributed."
tweet_1098,Displaced families arriving at Westside Church gymnasium shelter. Cots are full; second intake shelter opening at East High School tonight.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,displaced families arriving at westside church gymnasium shelter. cots are full; second intake shelter opening at east high school tonight.
tweet_1099,Missing person alert: 74-year-old grandmother last seen wearing blue raincoat during evacuation from Bayfront Avenue. Contact dispatch with info.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,missing person alert: 74-year-old grandmother last seen wearing blue raincoat during evacuation from bayfront avenue. contact dispatch with info.
tweet_1100,RT @emergency_intel: Pet-friendly temporary shelter opened at Fairgrounds Pavilion 3 for residents evacuating with dogs and cats. Food and water bowls available.,event_coastal_hurricane.json.gz,['AffectedPopulation'],Medium,EVENT_HURRICANE_COASTAL,pet-friendly temporary shelter opened at fairgrounds pavilion 3 for residents evacuating with dogs and cats. food and water bowls available.
tweet_1101,"RT @emergency_intel: Relief donation warehouse open at Gate 4, Port Logistics Park. Accepting canned food, bottled water, baby diapers, and unopened hygiene supplies.",event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,"relief donation warehouse open at gate 4, port logistics park. accepting canned food, bottled water, baby diapers, and unopened hygiene supplies."
tweet_1102,Volunteer callout: 50 volunteers needed tomorrow morning at 8:30 AM to assist with sorting and palletizing emergency relief packages.,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,volunteer callout: 50 volunteers needed tomorrow morning at 8:30 am to assist with sorting and palletizing emergency relief packages.
tweet_1103,Massive thank you to local bakeries and restaurants providing 500 hot meals to emergency utility crews and rescue workers today! #CommunityHeroes,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,massive thank you to local bakeries and restaurants providing 500 hot meals to emergency utility crews and rescue workers today! communityheroes
tweet_1104,Pet rescue network seeking foster homes for 30 displaced shelter dogs and cats while families transition to temporary housing.,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,pet rescue network seeking foster homes for 30 displaced shelter dogs and cats while families transition to temporary housing.
tweet_1105,"RT @emergency_intel: Donation center announcement: We currently have enough clothing. High demand now is baby formula, portable power banks, and heavy-duty work gloves.",event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,"donation center announcement: we currently have enough clothing. high demand now is baby formula, portable power banks, and heavy-duty work gloves."
tweet_1106,"Weekend volunteer cleanup brigade organizing Sunday 9 AM at Riverfront Park. Bring rubber boots, shovels, and work gloves. #CleanupSquad https://t.co/disaster0106",event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,"weekend volunteer cleanup brigade organizing sunday 9 am at riverfront park. bring rubber boots, shovels, and work gloves. cleanupsquad"
tweet_1107,Monetary donation link established via verified disaster foundation. 100% of proceeds go to emergency food hampers and shelter vouchers.,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,monetary donation link established via verified disaster foundation. 100 of proceeds go to emergency food hampers and shelter vouchers.
tweet_1108,"Relief donation warehouse open at Gate 4, Port Logistics Park. Accepting canned food, bottled water, baby diapers, and unopened hygiene supplies.",event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,"relief donation warehouse open at gate 4, port logistics park. accepting canned food, bottled water, baby diapers, and unopened hygiene supplies."
tweet_1109,RT @emergency_intel: Volunteer callout: 50 volunteers needed tomorrow morning at 8:30 AM to assist with sorting and palletizing emergency relief packages.,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,volunteer callout: 50 volunteers needed tomorrow morning at 8:30 am to assist with sorting and palletizing emergency relief packages.
tweet_1110,Massive thank you to local bakeries and restaurants providing 500 hot meals to emergency utility crews and rescue workers today! #CommunityHeroes,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,massive thank you to local bakeries and restaurants providing 500 hot meals to emergency utility crews and rescue workers today! communityheroes
tweet_1111,Pet rescue network seeking foster homes for 30 displaced shelter dogs and cats while families transition to temporary housing. https://t.co/disaster0111,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,pet rescue network seeking foster homes for 30 displaced shelter dogs and cats while families transition to temporary housing.
tweet_1112,"Donation center announcement: We currently have enough clothing. High demand now is baby formula, portable power banks, and heavy-duty work gloves.",event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,"donation center announcement: we currently have enough clothing. high demand now is baby formula, portable power banks, and heavy-duty work gloves."
tweet_1113,"RT @emergency_intel: Weekend volunteer cleanup brigade organizing Sunday 9 AM at Riverfront Park. Bring rubber boots, shovels, and work gloves. #CleanupSquad",event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,"weekend volunteer cleanup brigade organizing sunday 9 am at riverfront park. bring rubber boots, shovels, and work gloves. cleanupsquad"
tweet_1114,Monetary donation link established via verified disaster foundation. 100% of proceeds go to emergency food hampers and shelter vouchers.,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,monetary donation link established via verified disaster foundation. 100 of proceeds go to emergency food hampers and shelter vouchers.
tweet_1115,"Relief donation warehouse open at Gate 4, Port Logistics Park. Accepting canned food, bottled water, baby diapers, and unopened hygiene supplies.",event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,"relief donation warehouse open at gate 4, port logistics park. accepting canned food, bottled water, baby diapers, and unopened hygiene supplies."
tweet_1116,Volunteer callout: 50 volunteers needed tomorrow morning at 8:30 AM to assist with sorting and palletizing emergency relief packages. https://t.co/disaster0116,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,volunteer callout: 50 volunteers needed tomorrow morning at 8:30 am to assist with sorting and palletizing emergency relief packages.
tweet_1117,RT @emergency_intel: Massive thank you to local bakeries and restaurants providing 500 hot meals to emergency utility crews and rescue workers today! #CommunityHeroes,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,massive thank you to local bakeries and restaurants providing 500 hot meals to emergency utility crews and rescue workers today! communityheroes
tweet_1118,Pet rescue network seeking foster homes for 30 displaced shelter dogs and cats while families transition to temporary housing.,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,pet rescue network seeking foster homes for 30 displaced shelter dogs and cats while families transition to temporary housing.
tweet_1119,"Donation center announcement: We currently have enough clothing. High demand now is baby formula, portable power banks, and heavy-duty work gloves.",event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,"donation center announcement: we currently have enough clothing. high demand now is baby formula, portable power banks, and heavy-duty work gloves."
tweet_1120,"Weekend volunteer cleanup brigade organizing Sunday 9 AM at Riverfront Park. Bring rubber boots, shovels, and work gloves. #CleanupSquad",event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,"weekend volunteer cleanup brigade organizing sunday 9 am at riverfront park. bring rubber boots, shovels, and work gloves. cleanupsquad"
tweet_1121,RT @emergency_intel: Monetary donation link established via verified disaster foundation. 100% of proceeds go to emergency food hampers and shelter vouchers.,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,monetary donation link established via verified disaster foundation. 100 of proceeds go to emergency food hampers and shelter vouchers.
tweet_1122,"Relief donation warehouse open at Gate 4, Port Logistics Park. Accepting canned food, bottled water, baby diapers, and unopened hygiene supplies.",event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,"relief donation warehouse open at gate 4, port logistics park. accepting canned food, bottled water, baby diapers, and unopened hygiene supplies."
tweet_1123,Volunteer callout: 50 volunteers needed tomorrow morning at 8:30 AM to assist with sorting and palletizing emergency relief packages.,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,volunteer callout: 50 volunteers needed tomorrow morning at 8:30 am to assist with sorting and palletizing emergency relief packages.
tweet_1124,Massive thank you to local bakeries and restaurants providing 500 hot meals to emergency utility crews and rescue workers today! #CommunityHeroes,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,massive thank you to local bakeries and restaurants providing 500 hot meals to emergency utility crews and rescue workers today! communityheroes
tweet_1125,RT @emergency_intel: Pet rescue network seeking foster homes for 30 displaced shelter dogs and cats while families transition to temporary housing.,event_harbor_relief.json.gz,['DonationsAndVolunteering'],Low,EVENT_RELIEF_HARBOR,pet rescue network seeking foster homes for 30 displaced shelter dogs and cats while families transition to temporary housing.
tweet_1051,RT @emergency_intel: Major structural damage: Pine Valley Bridge on Highway 101 cracked and buckling from fire heat. Highway closed in both directions until further notice.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,major structural damage: pine valley bridge on highway 101 cracked and buckling from fire heat. highway closed in both directions until further notice.
tweet_1052,"Wildfire knocked down 4 main transmission towers. Over 35,000 households without electricity in Western Valley. Power grid repair crews blocked by fire.",event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,"wildfire knocked down 4 main transmission towers. over 35,000 households without electricity in western valley. power grid repair crews blocked by fire."
tweet_1053,Water treatment plant near Pine Valley reservoir sustained pump electrical failure. Tap water contamination alert issued! Boil water notice in effect.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,water treatment plant near pine valley reservoir sustained pump electrical failure. tap water contamination alert issued! boil water notice in effect.
tweet_1054,Cellular towers down across all of Westview county. Emergency responders relying exclusively on HAM radio relay frequencies 146.520 MHz.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,cellular towers down across all of westview county. emergency responders relying exclusively on ham radio relay frequencies 146.520 mhz.
tweet_1055,RT @emergency_intel: Natural gas main rupture reported near 8th Street industrial park after falling burning pine trees. Fire crews requesting emergency gas valve shutdown.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,natural gas main rupture reported near 8th street industrial park after falling burning pine trees. fire crews requesting emergency gas valve shutdown.
tweet_1056,Railway tracks severely warped by intense ground heat near mile marker 82. Freight line traffic suspended between North and South terminals. https://t.co/disaster0056,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,railway tracks severely warped by intense ground heat near mile marker 82. freight line traffic suspended between north and south terminals.
tweet_1057,Severe smoke and asphalt melting reported on Ridge Road. Road surface impassable for light emergency vehicles. Heavy bulldozers en route.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,severe smoke and asphalt melting reported on ridge road. road surface impassable for light emergency vehicles. heavy bulldozers en route.
tweet_1058,"Structural safety inspection: North Elementary School building is NOT collapsed, but structural roof inspection is ongoing. School remains closed.",event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,"structural safety inspection: north elementary school building is not collapsed, but structural roof inspection is ongoing. school remains closed."
tweet_1059,RT @emergency_intel: Major structural damage: Pine Valley Bridge on Highway 101 cracked and buckling from fire heat. Highway closed in both directions until further notice.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,major structural damage: pine valley bridge on highway 101 cracked and buckling from fire heat. highway closed in both directions until further notice.
tweet_1060,"Wildfire knocked down 4 main transmission towers. Over 35,000 households without electricity in Western Valley. Power grid repair crews blocked by fire.",event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,"wildfire knocked down 4 main transmission towers. over 35,000 households without electricity in western valley. power grid repair crews blocked by fire."
